term,date,volume
TikTok,2025-04-30,0.5143
TikTok,2025-05-01,0.3462
TikTok,2025-05-02,0.4062
TikTok,2025-05-03,0.2979
TikTok,2025-05-04,0.5141
TikTok,2025-05-05,0.4156
TikTok,2025-05-06,0.3806
TikTok,2025-05-07,0.4984
TikTok,2025-05-08,0.3347
TikTok,2025-05-09,0.3594
TikTok,2025-05-10,0.3042
TikTok,2025-05-11,0.2817
TikTok,2025-05-12,0.3237
TikTok,2025-05-13,0.3481
TikTok,2025-05-14,0.3383
TikTok,2025-05-15,0.4639
TikTok,2025-05-16,0.5072
TikTok,2025-05-17,0.2178
TikTok,2025-05-18,0.2824
TikTok,2025-05-19,0.6335
TikTok,2025-05-20,0.4219
TikTok,2025-05-21,0.4812
TikTok,2025-05-22,0.3739
TikTok,2025-05-23,0.3438
TikTok,2025-05-24,0.3094
TikTok,2025-05-25,0.2833
TikTok,2025-05-26,0.2518
TikTok,2025-05-27,0.2512
TikTok,2025-05-28,0.5529
TikTok,2025-05-29,0.4726
TikTok,2025-05-30,0.3308
TikTok,2025-05-31,0.3026
TikTok,2025-06-01,0.3103
TikTok,2025-06-02,0.3993
TikTok,2025-06-03,0.4086
TikTok,2025-06-04,0.4852
TikTok,2025-06-05,0.355
TikTok,2025-06-06,0.5502
TikTok,2025-06-07,0.3189
TikTok,2025-06-08,0.3818
TikTok,2025-06-09,0.4552
TikTok,2025-06-10,0.4351
TikTok,2025-06-11,0.4692
TikTok,2025-06-12,0.3276
TikTok,2025-06-13,0.3885
TikTok,2025-06-14,0.2513
TikTok,2025-07-02,0.302
TikTok,2025-07-03,0.4006
TikTok,2025-07-04,0.2332
TikTok,2025-07-05,0.2806
TikTok,2025-07-06,0.3655
TikTok,2025-07-07,0.445
TikTok,2025-07-08,0.4265
TikTok,2025-07-09,0.3717
TikTok,2025-07-10,0.4262
TikTok,2025-07-11,0.4224
TikTok,2025-07-12,0.3665
TikTok,2025-07-13,0.4687
TikTok,2025-07-14,0.3907
TikTok,2025-07-15,0.3418
TikTok,2025-07-16,0.52
TikTok,2025-07-17,0.4693
TikTok,2025-07-18,0.5854
TikTok,2025-07-19,0.5049
TikTok,2025-07-20,0.5676
TikTok,2025-07-21,0.4107
TikTok,2025-07-22,0.3785
TikTok,2025-07-23,0.2994
TikTok,2025-07-24,0.398
TikTok,2025-07-25,0.7688
TikTok,2025-07-26,0.3359
TikTok,2025-07-27,0.2617
TikTok,2025-07-28,0.4244
TikTok,2025-07-29,0.5491
TikTok,2025-07-30,0.5511
TikTok,2025-07-31,0.4527
TikTok,2025-08-01,0.4666
TikTok,2025-08-02,0.459
TikTok,2025-08-03,0.3928
TikTok,2025-08-04,0.3855
TikTok,2025-08-05,0.426
TikTok,2025-08-06,0.5314
TikTok,2025-08-07,0.5858
TikTok,2025-08-08,0.5159
TikTok,2025-08-09,0.352
TikTok,2025-08-10,0.4517
TikTok,2025-08-11,0.46
TikTok,2025-08-12,0.5354
TikTok,2025-08-13,0.498
TikTok,2025-08-14,0.6079
TikTok,2025-08-15,0.5335
TikTok,2025-08-16,0.3459
TikTok,2025-08-17,0.2852
TikTok,2025-08-18,0.5634
TikTok,2025-08-19,0.5681
TikTok,2025-08-20,0.8752
TikTok,2025-08-21,0.6189
TikTok,2025-08-22,0.5317
TikTok,2025-08-23,0.4135
TikTok,2025-08-24,0.3093
TikTok,2025-08-25,0.4919
TikTok,2025-08-26,0.4305
TikTok,2025-08-27,0.4873
TikTok,2025-08-28,0.3691
TikTok,2025-08-29,0.3875
TikTok,2025-08-30,0.3041
TikTok,2025-08-31,0.3192
TikTok,2025-09-01,0.4059
TikTok,2025-09-02,0.4763
TikTok,2025-09-03,0.4119
TikTok,2025-09-04,0.4128
TikTok,2025-09-05,0.4298
TikTok,2025-09-06,0.2729
TikTok,2025-09-07,0.4774
TikTok,2025-09-08,0.5062
TikTok,2025-09-09,0.5349
TikTok,2025-09-10,0.6066
TikTok,2025-09-11,0.4122
TikTok,2025-09-12,0.4584
TikTok,2025-09-13,0.5437
TikTok,2025-09-14,0.3837
TikTok,2025-09-15,0.8925
TikTok,2025-09-16,0.8628
TikTok,2025-09-17,0.5374
TikTok,2025-09-18,0.4153
TikTok,2025-09-19,0.6732
TikTok,2025-09-20,0.4906
TikTok,2025-09-21,0.4648
TikTok,2025-09-22,0.6569
TikTok,2025-09-23,0.5248
TikTok,2025-09-24,0.6709
TikTok,2025-09-25,0.7038
TikTok,2025-09-26,0.6887
TikTok,2025-09-27,0.3292
TikTok,2025-09-28,0.3287
TikTok,2025-09-29,0.5081
TikTok,2025-09-30,0.5007
TikTok,2025-10-01,0.4739
TikTok,2025-10-02,0.547
TikTok,2025-10-03,0.5937
TikTok,2025-10-04,0.3633
TikTok,2025-10-05,0.4826
TikTok,2025-10-06,0.5387
TikTok,2025-10-07,0.3928
TikTok,2025-10-08,0.4083
TikTok,2025-10-09,0.3587
TikTok,2025-10-10,0.5586
TikTok,2025-10-11,0.3397
TikTok,2025-10-12,0.2923
TikTok,2025-10-13,0.3174
TikTok,2025-10-14,0.3964
TikTok,2025-10-15,0.36
TikTok,2025-10-16,0.4214
TikTok,2025-10-17,0.3515
TikTok,2025-10-18,0.2901
TikTok,2025-10-19,0.3759
TikTok,2025-10-20,0.4338
TikTok,2025-10-21,0.3719
TikTok,2025-10-22,0.4015
TikTok,2025-10-23,0.3824
TikTok,2025-10-24,0.5445
TikTok,2025-10-25,0.3703
TikTok,2025-10-26,0.3538
TikTok,2025-10-27,0.5142
TikTok,2025-10-28,0.4853
TikTok,2025-10-29,0.3575
TikTok,2025-10-30,0.5872
TikTok,2025-10-31,0.6362
TikTok,2025-11-01,0.3494
TikTok,2025-11-02,0.298
TikTok,2025-11-03,0.3087
TikTok,2025-11-04,0.3386
TikTok,2025-11-05,0.4537
TikTok,2025-11-06,0.4655
TikTok,2025-11-07,0.3192
TikTok,2025-11-08,0.3205
TikTok,2025-11-09,0.3245
TikTok,2025-11-10,0.5147
TikTok,2025-11-11,0.4304
TikTok,2025-11-12,0.4249
TikTok,2025-11-13,0.3539
TikTok,2025-11-14,0.5549
TikTok,2025-11-15,0.3224
TikTok,2025-11-16,0.332
TikTok,2025-11-17,0.3068
TikTok,2025-11-18,0.6382
TikTok,2025-11-19,0.5658
TikTok,2025-11-20,0.4174
TikTok,2025-11-21,0.4072
TikTok,2025-11-22,0.2676
TikTok,2025-11-23,0.3433
TikTok,2025-11-24,0.4287
TikTok,2025-11-25,0.3662
TikTok,2025-11-26,0.4635
TikTok,2025-11-27,0.3368
TikTok,2025-11-28,0.2921
TikTok,2025-11-29,0.3195
TikTok,2025-11-30,0.3772
TikTok,2025-12-01,0.3663
TikTok,2025-12-02,0.3821
TikTok,2025-12-03,0.4174
TikTok,2025-12-04,0.4044
TikTok,2025-12-05,0.3562
TikTok,2025-12-06,0.2024
TikTok,2025-12-07,0.3278
TikTok,2025-12-08,0.407
TikTok,2025-12-09,0.6054
TikTok,2025-12-10,0.7766
TikTok,2025-12-11,0.5176
TikTok,2025-12-12,0.4206
TikTok,2025-12-13,0.3674
TikTok,2025-12-14,0.314
TikTok,2025-12-15,0.3104
TikTok,2025-12-16,0.3639
TikTok,2025-12-17,0.364
TikTok,2025-12-18,0.3181
TikTok,2025-12-19,0.8292
TikTok,2025-12-20,0.3656
TikTok,2025-12-21,0.2601
TikTok,2025-12-22,0.3788
TikTok,2025-12-23,0.3252
TikTok,2025-12-24,0.3126
TikTok,2025-12-25,0.3056
TikTok,2025-12-26,0.2595
TikTok,2025-12-27,0.3136
TikTok,2025-12-28,0.2894
TikTok,2025-12-29,0.3024
TikTok,2025-12-30,0.2982
TikTok,2025-12-31,0.313
TikTok,2026-01-01,0.3221
TikTok,2026-01-02,0.8827
TikTok,2026-01-03,0.3238
TikTok,2026-01-04,0.3038
TikTok,2026-01-05,0.362
TikTok,2026-01-06,0.7251
TikTok,2026-01-07,0.305
TikTok,2026-01-08,0.4582
TikTok,2026-01-09,0.4526
TikTok,2026-01-10,0.248
TikTok,2026-01-11,0.2778
TikTok,2026-01-12,0.3251
TikTok,2026-01-13,0.3746
TikTok,2026-01-14,0.4085
TikTok,2026-01-15,0.4824
TikTok,2026-01-16,0.5777
TikTok,2026-01-17,0.3707
TikTok,2026-01-18,0.2799
TikTok,2026-01-19,0.2534
TikTok,2026-01-20,0.521
TikTok,2026-01-21,0.409
TikTok,2026-01-22,0.3911
TikTok,2026-01-23,1.0035
TikTok,2026-01-24,0.5211
TikTok,2026-01-25,0.3705
TikTok,2026-01-26,0.3881
TikTok,2026-01-27,0.6832
TikTok,2026-01-28,0.5135
TikTok,2026-01-29,0.4601
TikTok,2026-01-30,0.3816
TikTok,2026-01-31,0.3164
TikTok,2026-02-01,0.3372
TikTok,2026-02-02,0.6725
TikTok,2026-02-03,0.3586
TikTok,2026-02-04,0.4212
TikTok,2026-02-05,0.6148
TikTok,2026-02-06,0.3736
TikTok,2026-02-07,0.3175
TikTok,2026-02-08,0.2884
TikTok,2026-02-09,0.5394
TikTok,2026-02-10,0.4335
TikTok,2026-02-11,0.4275
TikTok,2026-02-12,0.7122
TikTok,2026-02-13,0.3976
TikTok,2026-02-14,0.3242
TikTok,2026-02-15,0.2826
TikTok,2026-02-16,0.3536
TikTok,2026-02-17,0.3666
TikTok,2026-02-18,0.8701
TikTok,2026-02-19,0.7026
TikTok,2026-02-20,0.4904
TikTok,2026-02-21,0.3778
TikTok,2026-02-22,0.2525
TikTok,2026-02-23,0.4171
TikTok,2026-02-24,0.3213
TikTok,2026-02-25,0.4082
TikTok,2026-02-26,0.3645
TikTok,2026-02-27,0.6186
TikTok,2026-02-28,0.1539
TikTok,2026-03-01,0.2222
TikTok,2026-03-02,0.2545
TikTok,2026-03-03,0.3191
TikTok,2026-03-04,0.327
TikTok,2026-03-05,0.3426
TikTok,2026-03-06,0.4246
TikTok,2026-03-07,0.2618
TikTok,2026-03-08,0.2189
TikTok,2026-03-09,0.3601
TikTok,2026-03-10,0.2999
TikTok,2026-03-11,0.3349
TikTok,2026-03-12,0.5972
TikTok,2026-03-13,0.7281
TikTok,2026-03-14,0.2923
TikTok,2026-03-15,0.2528
TikTok,2026-03-16,0.4308
TikTok,2026-03-17,0.5199
TikTok,2026-03-18,0.5775
TikTok,2026-03-19,0.4555
TikTok,2026-03-20,0.5232
TikTok,2026-03-21,0.2415
TikTok,2026-03-22,0.2524
TikTok,2026-03-23,0.3013
TikTok,2026-03-24,0.3981
TikTok,2026-03-25,0.5532
TikTok,2026-03-26,0.567
TikTok,2026-03-27,0.6027
TikTok,2026-03-28,0.5344
TikTok,2026-03-29,0.2527
TikTok,2026-03-30,0.3036
TikTok,2026-03-31,0.3618
Instagram,2023-10-01,1.4276
Instagram,2023-10-02,1.4956
Instagram,2023-10-03,1.5316
Instagram,2023-10-04,1.7606
Instagram,2023-10-05,1.557
Instagram,2023-10-06,1.4357
Instagram,2023-10-07,1.2715
Instagram,2023-10-08,1.1839
Instagram,2023-10-09,1.5173
Instagram,2023-10-10,1.7061
Instagram,2023-10-11,1.6455
Instagram,2023-10-12,1.9148
Instagram,2023-10-13,1.6101
Instagram,2023-10-14,1.2121
Instagram,2023-10-15,1.5288
Instagram,2023-10-16,1.673
Instagram,2023-10-17,1.6623
Instagram,2023-10-18,1.4349
Instagram,2023-10-19,1.4988
Instagram,2023-10-20,1.7989
Instagram,2023-10-21,1.3634
Instagram,2023-10-22,1.1615
Instagram,2023-10-23,1.4479
Instagram,2023-10-24,1.7078
Instagram,2023-10-25,1.7986
Instagram,2023-10-26,1.4681
Instagram,2023-10-27,1.5876
Instagram,2023-10-28,1.2812
Instagram,2023-10-29,1.8622
Instagram,2023-10-30,1.7849
Instagram,2023-10-31,1.8692
Instagram,2023-11-01,1.7268
Instagram,2023-11-02,1.5512
Instagram,2023-11-03,1.3589
Instagram,2023-11-04,1.3689
Instagram,2023-11-05,1.2088
Instagram,2023-11-06,1.2093
Instagram,2023-11-07,1.353
Instagram,2023-11-08,1.3044
Instagram,2023-11-09,1.5401
Instagram,2023-11-10,1.6424
Instagram,2023-11-11,1.396
Instagram,2023-11-12,1.1632
Instagram,2023-11-13,1.3183
Instagram,2023-11-14,1.7439
Instagram,2023-11-15,1.7557
Instagram,2023-11-16,1.3911
Instagram,2023-11-17,1.4529
Instagram,2023-11-18,1.6715
Instagram,2023-11-19,1.4517
Instagram,2023-11-20,1.6291
Instagram,2023-11-21,1.6371
Instagram,2023-11-22,1.3138
Instagram,2023-11-23,1.0938
Instagram,2023-11-24,1.0816
Instagram,2023-11-25,0.9542
Instagram,2023-11-26,1.0806
Instagram,2023-11-27,1.5355
Instagram,2023-11-28,1.4327
Instagram,2023-11-29,1.5995
Instagram,2023-11-30,1.9328
Instagram,2023-12-01,1.5706
Instagram,2023-12-02,1.5343
Instagram,2023-12-03,1.219
Instagram,2023-12-04,1.437
Instagram,2023-12-05,1.5198
Instagram,2023-12-06,1.588
Instagram,2023-12-07,1.5446
Instagram,2023-12-08,1.5399
Instagram,2023-12-09,1.5342
Instagram,2023-12-10,1.3552
Instagram,2023-12-11,1.5633
Instagram,2023-12-12,1.714
Instagram,2023-12-13,1.885
Instagram,2023-12-14,1.5018
Instagram,2023-12-15,1.5475
Instagram,2023-12-16,1.6071
Instagram,2023-12-17,1.2587
Instagram,2023-12-18,1.6576
Instagram,2023-12-19,1.6737
Instagram,2023-12-20,1.6826
Instagram,2023-12-21,1.6087
Instagram,2023-12-22,1.4323
Instagram,2023-12-23,1.375
Instagram,2023-12-24,1.8964
Instagram,2023-12-25,1.3161
Instagram,2023-12-26,1.7465
Instagram,2023-12-27,2.1486
Instagram,2023-12-28,1.6305
Instagram,2023-12-29,1.4044
Instagram,2023-12-30,1.2549
Instagram,2023-12-31,1.4363
Instagram,2024-01-01,1.443
Instagram,2024-01-02,1.6183
Instagram,2024-01-03,1.7951
Instagram,2024-01-04,1.9007
Instagram,2024-01-05,1.7214
Instagram,2024-01-06,1.4271
Instagram,2024-01-07,1.3742
Instagram,2024-01-08,1.6595
Instagram,2024-01-09,1.7544
Instagram,2024-01-10,1.9384
Instagram,2024-01-11,1.5212
Instagram,2024-01-12,1.5749
Instagram,2024-01-13,1.2035
Instagram,2024-01-14,1.3917
Instagram,2024-01-15,1.4426
Instagram,2024-01-16,1.4989
Instagram,2024-01-17,1.7491
Instagram,2024-01-18,1.3722
Instagram,2024-01-19,1.5512
Instagram,2024-01-20,1.4822
Instagram,2024-01-21,1.3462
Instagram,2024-01-22,1.6355
Instagram,2024-01-23,1.413
Instagram,2024-01-24,1.4352
Instagram,2024-01-25,1.4578
Instagram,2024-01-26,1.6604
Instagram,2024-01-27,1.1835
Instagram,2024-01-28,1.0614
Instagram,2024-01-29,1.5986
Instagram,2024-01-30,1.4518
Instagram,2024-01-31,1.7524
Instagram,2024-02-01,1.7658
Instagram,2024-02-02,1.8722
Instagram,2024-02-03,1.6483
Instagram,2024-02-04,1.2718
Instagram,2024-02-05,1.8495
Instagram,2024-02-06,1.6626
Instagram,2024-02-07,1.4397
Instagram,2024-02-08,1.7386
Instagram,2024-02-09,1.539
Instagram,2024-02-10,1.2792
Instagram,2024-02-11,1.3963
Instagram,2024-02-12,1.6888
Instagram,2024-02-13,1.4892
Instagram,2024-02-14,1.8087
Instagram,2024-02-15,1.6855
Instagram,2024-02-16,1.7481
Instagram,2024-02-17,1.3909
Instagram,2024-02-18,1.1768
Instagram,2024-02-19,1.1345
Instagram,2024-02-20,1.3963
Instagram,2024-02-21,1.5567
Instagram,2024-02-22,1.5699
Instagram,2024-02-23,1.3446
Instagram,2024-02-24,1.2046
Instagram,2024-02-25,1.2999
Instagram,2024-02-26,1.5898
Instagram,2024-02-27,1.458
Instagram,2024-02-28,1.6857
Instagram,2024-02-29,1.5729
Instagram,2024-03-01,1.6109
Instagram,2024-03-02,1.8318
Instagram,2024-03-03,1.3421
Instagram,2024-03-04,1.3955
Instagram,2024-03-05,1.7615
Instagram,2024-03-06,1.9143
Instagram,2024-03-07,1.5271
Instagram,2024-03-08,1.2845
Instagram,2024-03-09,1.2311
Instagram,2024-03-10,1.1585
Instagram,2024-03-11,1.7315
Instagram,2024-03-12,1.5074
Instagram,2024-03-13,1.6495
Instagram,2024-03-14,1.6542
Instagram,2024-03-15,1.6791
Instagram,2024-03-16,1.3846
Instagram,2024-03-17,1.115
Instagram,2024-03-18,1.5248
Instagram,2024-03-19,1.5636
Instagram,2024-03-20,1.4127
Instagram,2024-03-21,1.5923
Instagram,2024-03-22,1.5363
Instagram,2024-03-23,1.4453
Instagram,2024-03-24,1.1027
Instagram,2024-03-25,1.6236
Instagram,2024-03-26,1.481
Instagram,2024-03-27,1.4728
Instagram,2024-03-28,1.6229
Instagram,2024-03-29,1.7518
Instagram,2024-03-30,1.4297
Instagram,2024-03-31,1.2189
Instagram,2024-04-01,1.5848
Instagram,2024-04-02,1.7221
Instagram,2024-04-03,1.5963
Instagram,2024-04-04,1.5157
Instagram,2024-04-05,1.3568
Instagram,2024-04-06,1.413
Instagram,2024-04-07,1.2799
Instagram,2024-04-08,1.2296
Instagram,2024-04-09,1.4639
Instagram,2024-04-10,1.2961
Instagram,2024-04-11,1.5833
Instagram,2024-04-12,1.4856
Instagram,2024-04-13,1.2425
Instagram,2024-04-14,1.0369
Instagram,2024-04-15,1.7954
Instagram,2024-04-16,1.5068
Instagram,2024-04-17,1.5089
Instagram,2024-04-18,1.4645
Instagram,2024-04-19,1.7827
Instagram,2024-04-20,1.4624
Instagram,2024-04-21,1.3365
Instagram,2024-04-22,1.5321
Instagram,2024-04-23,1.3924
Instagram,2024-04-24,1.4331
Instagram,2024-04-25,1.6612
Instagram,2024-04-26,1.3256
Instagram,2024-04-27,1.2147
Instagram,2024-04-28,1.2325
Instagram,2024-04-29,1.6859
Instagram,2024-04-30,1.6189
Instagram,2024-05-01,1.9787
Instagram,2024-05-02,1.6719
Instagram,2024-05-03,1.7034
Instagram,2024-05-04,1.2399
Instagram,2024-05-05,1.3367
Instagram,2024-05-06,1.4984
Instagram,2024-05-07,1.8451
Instagram,2024-05-08,1.7107
Instagram,2024-05-09,1.935
Instagram,2024-05-10,1.7314
Instagram,2024-05-11,1.7351
Instagram,2024-05-12,1.3
Instagram,2024-05-13,1.5767
Instagram,2024-05-14,1.6531
Instagram,2024-05-15,1.2648
Instagram,2024-05-16,1.3537
Instagram,2024-05-17,1.3727
Instagram,2024-05-18,1.1167
Instagram,2024-05-19,1.4683
Instagram,2024-05-20,1.5566
Instagram,2024-05-21,1.7153
Instagram,2024-05-22,1.4527
Instagram,2024-05-23,1.4696
Instagram,2024-05-24,1.7533
Instagram,2024-05-25,1.4047
Instagram,2024-05-26,1.1018
Instagram,2024-05-27,1.1368
Instagram,2024-05-28,1.5152
Instagram,2024-05-29,1.4226
Instagram,2024-05-30,1.623
Instagram,2024-05-31,1.4454
Instagram,2024-06-01,1.1349
Instagram,2024-06-02,1.2973
Instagram,2024-06-03,1.3799
Instagram,2024-06-04,1.8595
Instagram,2024-06-05,1.5518
Instagram,2024-06-06,1.375
Instagram,2024-06-07,1.4046
Instagram,2024-06-08,1.2261
Instagram,2024-06-09,1.0299
Instagram,2024-06-10,1.3303
Instagram,2024-06-11,1.286
Instagram,2024-06-12,1.3031
Instagram,2024-06-13,1.8684
Instagram,2024-06-14,1.4931
Instagram,2024-06-15,1.3695
Instagram,2024-06-16,1.3213
Instagram,2024-06-17,1.7063
Instagram,2024-06-18,1.4538
Instagram,2024-06-19,1.2056
Instagram,2024-06-20,1.5354
Instagram,2024-06-21,1.7893
Instagram,2024-06-22,1.3214
Instagram,2024-06-23,1.4607
Instagram,2024-06-24,2.0126
Instagram,2024-06-25,1.4489
Instagram,2024-06-26,1.3614
Instagram,2024-06-27,1.3757
Instagram,2024-06-28,1.4853
Instagram,2024-06-29,1.4941
Instagram,2024-06-30,1.3975
Instagram,2024-07-01,1.528
Instagram,2024-07-02,1.7806
Instagram,2024-07-03,1.6789
Instagram,2024-07-04,1.1786
Instagram,2024-07-05,1.4809
Instagram,2024-07-06,1.2293
Instagram,2024-07-07,1.4
Instagram,2024-07-08,1.4084
Instagram,2024-07-09,1.604
Instagram,2024-07-10,1.4407
Instagram,2024-07-11,1.4857
Instagram,2024-07-12,1.4568
Instagram,2024-07-13,1.3291
Instagram,2024-07-14,1.4099
Instagram,2024-07-15,1.5739
Instagram,2024-07-16,2.0001
Instagram,2024-07-17,1.723
Instagram,2024-07-18,1.6028
Instagram,2024-07-19,1.7946
Instagram,2024-07-20,1.2591
Instagram,2024-07-21,1.3823
Instagram,2024-07-22,1.3189
Instagram,2024-07-23,1.7239
Instagram,2024-07-24,1.6577
Instagram,2024-07-25,1.8288
Instagram,2024-07-26,1.5685
Instagram,2024-07-27,1.291
Instagram,2024-07-28,1.3862
Instagram,2024-07-29,1.8614
Instagram,2024-07-30,1.9636
Instagram,2024-07-31,2.2349
Instagram,2024-08-01,1.9029
Instagram,2024-08-02,1.9386
Instagram,2024-08-03,1.6901
Instagram,2024-08-04,1.6708
Instagram,2024-08-05,1.672
Instagram,2024-08-06,1.7765
Instagram,2024-08-07,2.0349
Instagram,2024-08-08,2.0566
Instagram,2024-08-09,1.7171
Instagram,2024-08-10,1.7467
Instagram,2024-08-11,1.6626
Instagram,2024-08-12,1.5844
Instagram,2024-08-13,1.7576
Instagram,2024-08-14,1.8482
Instagram,2024-08-15,1.8521
Instagram,2024-08-16,1.6896
Instagram,2024-08-17,1.1908
Instagram,2024-08-18,1.342
Instagram,2024-08-19,1.6412
Instagram,2024-08-20,1.7705
Instagram,2024-08-21,1.7844
Instagram,2024-08-22,1.8284
Instagram,2024-08-23,1.6815
Instagram,2024-08-24,1.6337
Instagram,2024-08-25,1.4236
Instagram,2024-08-26,1.8562
Instagram,2024-08-27,1.6503
Instagram,2024-08-28,1.6962
Instagram,2024-08-29,1.8272
Instagram,2024-08-30,1.6363
Instagram,2024-08-31,1.3287
Instagram,2024-09-01,1.4235
Instagram,2024-09-02,1.1589
Instagram,2024-09-03,1.7566
Instagram,2024-09-04,1.7801
Instagram,2024-09-05,1.3477
Instagram,2024-09-06,1.6179
Instagram,2024-09-07,1.4017
Instagram,2024-09-08,1.5031
Instagram,2024-09-09,1.4567
Instagram,2024-09-10,1.5269
Instagram,2024-09-11,2.2097
Instagram,2024-09-12,1.6739
Instagram,2024-09-13,1.6886
Instagram,2024-09-14,1.2359
Instagram,2024-09-15,1.4921
Instagram,2024-09-16,1.9443
Instagram,2024-09-17,2.0576
Instagram,2024-09-18,1.8626
Instagram,2024-09-19,1.5309
Instagram,2024-09-20,1.3276
Instagram,2024-09-21,1.1646
Instagram,2024-09-22,0.9901
Instagram,2024-09-23,1.677
Instagram,2024-09-24,1.4486
Instagram,2024-09-25,1.5826
Instagram,2024-09-26,1.5331
Instagram,2024-09-27,1.4733
Instagram,2024-09-28,1.1467
Instagram,2024-09-29,1.4199
Instagram,2024-09-30,1.6149
Instagram,2024-10-01,1.7033
Instagram,2024-10-02,1.4754
Instagram,2024-10-03,1.7674
Instagram,2024-10-04,1.6174
Instagram,2024-10-05,1.1414
Instagram,2024-10-06,1.0947
Instagram,2024-10-07,1.6928
Instagram,2024-10-08,1.4786
Instagram,2024-10-09,1.5333
Instagram,2024-10-10,1.4099
Instagram,2024-10-11,1.7662
Instagram,2024-10-12,1.1391
Instagram,2024-10-13,1.4018
Instagram,2024-10-14,1.6394
Instagram,2024-10-15,1.4504
Instagram,2024-10-16,1.6339
Instagram,2024-10-17,2.0053
Instagram,2024-10-18,2.0176
Instagram,2024-10-19,1.5465
Instagram,2024-10-20,1.5185
Instagram,2024-10-21,1.6598
Instagram,2024-10-22,1.5971
Instagram,2024-10-23,1.8415
Instagram,2024-10-24,1.5364
Instagram,2024-10-25,1.7555
Instagram,2024-10-26,1.2952
Instagram,2024-10-27,1.4751
Instagram,2024-10-28,1.7043
Instagram,2024-10-29,1.9168
Instagram,2024-10-30,1.7258
Instagram,2024-10-31,1.8658
Instagram,2024-11-01,1.8745
Instagram,2024-11-02,1.5189
Instagram,2024-11-03,1.147
Instagram,2024-11-04,1.6116
Instagram,2024-11-05,1.6256
Instagram,2024-11-06,1.2214
Instagram,2024-11-07,1.5018
Instagram,2024-11-08,1.5807
Instagram,2024-11-09,1.1852
Instagram,2024-11-10,1.0127
Instagram,2024-11-11,1.5403
Instagram,2024-11-12,1.8331
Instagram,2024-11-13,1.5655
Instagram,2024-11-14,1.6054
Instagram,2024-11-15,1.5167
Instagram,2024-11-16,1.1063
Instagram,2024-11-17,1.2759
Instagram,2024-11-18,1.5231
Instagram,2024-11-19,1.9696
Instagram,2024-11-20,1.5932
Instagram,2024-11-21,1.6041
Instagram,2024-11-22,1.5499
Instagram,2024-11-23,1.3107
Instagram,2024-11-24,1.1927
Instagram,2024-11-25,1.6769
Instagram,2024-11-26,1.6936
Instagram,2024-11-27,1.5399
Instagram,2024-11-28,1.3669
Instagram,2024-11-29,1.3371
Instagram,2024-11-30,1.184
Instagram,2024-12-01,1.2607
Instagram,2024-12-02,1.9415
Instagram,2024-12-03,1.6558
Instagram,2024-12-04,1.7499
Instagram,2024-12-05,1.4819
Instagram,2024-12-06,1.7464
Instagram,2024-12-07,1.271
Instagram,2024-12-08,1.0723
Instagram,2024-12-09,1.6241
Instagram,2024-12-10,1.535
Instagram,2024-12-11,1.4551
Instagram,2024-12-12,1.8037
Instagram,2024-12-13,1.6052
Instagram,2024-12-14,1.1479
Instagram,2024-12-15,1.2134
Instagram,2024-12-16,1.4638
Instagram,2024-12-17,1.2459
Instagram,2024-12-18,1.5557
Instagram,2024-12-19,1.5928
Instagram,2024-12-20,1.5682
Instagram,2024-12-21,1.19
Instagram,2024-12-22,1.0277
Instagram,2024-12-23,1.8659
Instagram,2024-12-24,1.3319
Instagram,2024-12-25,1.0875
Instagram,2024-12-26,1.96
Instagram,2024-12-27,1.4133
Instagram,2024-12-28,1.705
Instagram,2024-12-29,1.2719
Instagram,2024-12-30,1.4537
Instagram,2024-12-31,1.8083
Instagram,2025-01-01,1.4628
Instagram,2025-01-02,1.8729
Instagram,2025-01-03,1.9393
Instagram,2025-01-04,1.4078
Instagram,2025-01-05,1.2958
Instagram,2025-01-06,1.8929
Instagram,2025-01-07,2.0647
Instagram,2025-01-08,2.1591
Instagram,2025-01-09,2.2326
Instagram,2025-01-10,1.8143
Instagram,2025-01-11,1.6813
Instagram,2025-01-12,1.354
Instagram,2025-01-13,2.0478
Instagram,2025-01-14,2.0295
Instagram,2025-01-15,1.9375
Instagram,2025-01-16,1.6258
Instagram,2025-01-17,2.0241
Instagram,2025-01-18,1.7897
Instagram,2025-01-19,1.6333
Instagram,2025-01-20,1.4343
Instagram,2025-01-21,1.6772
Instagram,2025-01-22,1.9288
Instagram,2025-01-23,1.9001
Instagram,2025-01-24,1.651
Instagram,2025-01-25,1.2495
Instagram,2025-01-26,1.1695
Instagram,2025-01-27,1.6764
Instagram,2025-01-28,1.6837
Instagram,2025-01-29,1.9914
Instagram,2025-01-30,2.0397
Instagram,2025-01-31,2.0402
Instagram,2025-02-01,1.3809
Instagram,2025-02-02,1.2928
Instagram,2025-02-03,1.7163
Instagram,2025-02-04,1.5955
Instagram,2025-02-05,1.667
Instagram,2025-02-06,1.58
Instagram,2025-02-07,1.497
Instagram,2025-02-08,1.3048
Instagram,2025-02-09,1.2834
Instagram,2025-02-10,1.4957
Instagram,2025-02-11,1.4932
Instagram,2025-02-12,1.6684
Instagram,2025-02-13,1.5681
Instagram,2025-02-14,1.8637
Instagram,2025-02-15,1.4244
Instagram,2025-02-16,1.3299
Instagram,2025-02-17,1.4216
Instagram,2025-02-18,1.7561
Instagram,2025-02-19,1.9246
