article,date,views
YouTube,2025-03-07,72578
YouTube,2025-03-08,57528
YouTube,2025-03-09,57046
YouTube,2025-03-10,63955
YouTube,2025-03-11,59531
YouTube,2025-03-12,57129
YouTube,2025-03-13,61469
YouTube,2025-03-14,58613
YouTube,2025-03-15,57357
YouTube,2025-03-16,56965
YouTube,2025-03-17,60523
YouTube,2025-03-18,61703
YouTube,2025-03-19,53999
YouTube,2025-03-20,47103
YouTube,2025-03-21,50919
YouTube,2025-03-22,48963
YouTube,2025-03-23,52635
YouTube,2025-03-24,59275
YouTube,2025-03-25,54762
YouTube,2025-03-26,58763
YouTube,2025-03-27,54543
YouTube,2025-03-28,53740
YouTube,2025-03-29,49150
YouTube,2025-03-30,43977
YouTube,2025-03-31,50469
YouTube,2025-04-01,51059
YouTube,2025-04-02,53106
YouTube,2025-04-03,48195
YouTube,2025-04-04,50349
YouTube,2025-04-05,48010
YouTube,2025-04-06,47384
YouTube,2025-04-07,49898
YouTube,2025-04-08,46630
YouTube,2025-04-09,52147
YouTube,2025-04-10,51262
YouTube,2025-04-11,47845
YouTube,2025-04-12,42094
YouTube,2025-04-13,41180
YouTube,2025-04-14,40459
YouTube,2025-04-15,41234
YouTube,2025-04-16,45478
YouTube,2025-04-17,47599
YouTube,2025-04-18,41759
YouTube,2025-04-19,41093
YouTube,2025-04-20,40641
YouTube,2025-04-21,42356
YouTube,2025-04-22,56103
YouTube,2025-04-23,68622
YouTube,2025-04-24,64585
YouTube,2025-04-25,60772
YouTube,2025-04-26,54168
YouTube,2025-04-27,55561
YouTube,2025-04-28,59627
YouTube,2025-04-29,56091
YouTube,2025-04-30,52901
YouTube,2025-05-01,49007
YouTube,2025-05-02,53121
YouTube,2025-05-03,46734
YouTube,2025-05-04,48352
YouTube,2025-05-05,51090
YouTube,2025-05-06,50508
YouTube,2025-05-07,55621
YouTube,2025-05-08,52464
YouTube,2025-05-09,54072
YouTube,2025-05-10,50555
YouTube,2025-05-11,51306
YouTube,2025-05-12,47992
YouTube,2025-05-13,48742
YouTube,2025-05-14,51340
YouTube,2025-05-15,46733
YouTube,2025-05-16,46544
YouTube,2025-05-17,44642
YouTube,2025-05-18,47190
YouTube,2025-05-19,49442
YouTube,2025-05-20,51369
YouTube,2025-05-21,45522
YouTube,2025-05-22,43023
YouTube,2025-05-23,43248
YouTube,2025-05-24,40045
YouTube,2025-05-25,40091
YouTube,2025-05-26,44079
YouTube,2025-05-27,47387
YouTube,2025-05-28,48993
YouTube,2025-05-29,47804
YouTube,2025-05-30,46846
YouTube,2025-05-31,50762
YouTube,2025-06-01,47244
YouTube,2025-06-02,53585
YouTube,2025-06-03,55781
YouTube,2025-06-04,56871
YouTube,2025-06-05,52124
YouTube,2025-06-06,51169
YouTube,2025-06-07,42953
YouTube,2025-06-08,44763
YouTube,2025-06-09,49370
YouTube,2025-06-10,50793
YouTube,2025-06-11,48755
YouTube,2025-06-12,45258
YouTube,2025-06-13,42781
YouTube,2025-06-14,44862
YouTube,2025-06-15,47237
YouTube,2025-06-16,42225
YouTube,2025-06-17,47367
YouTube,2025-06-18,42149
YouTube,2025-06-19,41754
YouTube,2025-06-20,44843
YouTube,2025-06-21,47580
YouTube,2025-06-22,47018
YouTube,2025-06-23,46750
YouTube,2025-06-24,50244
YouTube,2025-06-25,47898
YouTube,2025-06-26,45797
YouTube,2025-06-27,51211
YouTube,2025-06-28,43777
YouTube,2025-06-29,43853
YouTube,2025-06-30,43490
YouTube,2025-07-01,40523
YouTube,2025-07-02,45326
YouTube,2025-07-03,44768
YouTube,2025-07-04,44223
YouTube,2025-07-05,44557
YouTube,2025-07-06,42857
YouTube,2025-07-07,50731
YouTube,2025-07-08,51202
YouTube,2025-07-09,55040
YouTube,2025-07-10,46148
YouTube,2025-07-11,47883
YouTube,2025-07-12,41723
YouTube,2025-07-13,43164
YouTube,2025-07-14,50655
YouTube,2025-07-15,48131
YouTube,2025-07-16,44495
YouTube,2025-07-17,46469
YouTube,2025-07-18,46214
YouTube,2025-07-19,46458
YouTube,2025-07-20,44302
YouTube,2025-07-21,62393
YouTube,2025-07-22,52619
YouTube,2025-07-23,54242
YouTube,2025-07-24,55210
YouTube,2025-07-25,52183
YouTube,2025-07-26,47152
YouTube,2025-07-27,44495
YouTube,2025-07-28,51448
YouTube,2025-07-29,55585
YouTube,2025-07-30,66585
YouTube,2025-07-31,60758
YouTube,2025-08-01,52438
YouTube,2025-08-02,55284
YouTube,2025-08-03,45869
YouTube,2025-08-04,55793
YouTube,2025-08-05,51806
YouTube,2025-08-06,64046
YouTube,2025-08-07,65985
YouTube,2025-08-08,53741
YouTube,2025-08-09,45718
YouTube,2025-08-10,43262
YouTube,2025-08-11,56177
YouTube,2025-08-12,61213
YouTube,2025-08-13,66730
YouTube,2025-08-14,71925
YouTube,2025-08-15,63740
YouTube,2025-08-16,67688
YouTube,2025-08-17,54936
YouTube,2025-08-18,58436
YouTube,2025-08-19,72953
YouTube,2025-08-20,65045
YouTube,2025-08-21,68188
YouTube,2025-08-22,66397
YouTube,2025-08-23,58696
YouTube,2025-08-24,53447
YouTube,2025-08-25,65525
YouTube,2025-08-26,52717
YouTube,2025-08-27,60339
YouTube,2025-08-28,55069
YouTube,2025-08-29,59158
YouTube,2025-08-30,45272
YouTube,2025-08-31,46511
YouTube,2025-09-01,45343
YouTube,2025-09-02,54246
YouTube,2025-09-03,47273
YouTube,2025-09-04,50094
YouTube,2025-09-05,56265
YouTube,2025-09-06,51596
YouTube,2025-09-07,49716
YouTube,2025-09-08,55199
YouTube,2025-09-09,70081
YouTube,2025-09-10,59044
YouTube,2025-09-11,59290
YouTube,2025-09-12,57212
YouTube,2025-09-13,55493
YouTube,2025-09-14,55893
YouTube,2025-09-15,54676
YouTube,2025-09-16,62749
YouTube,2025-09-17,55298
YouTube,2025-09-18,60326
YouTube,2025-09-19,57785
YouTube,2025-09-20,55482
YouTube,2025-09-21,66109
YouTube,2025-09-22,62212
YouTube,2025-09-23,64086
YouTube,2025-09-24,57496
YouTube,2025-09-25,63622
YouTube,2025-09-26,61544
YouTube,2025-09-27,54366
YouTube,2025-09-28,56561
YouTube,2025-09-29,55055
YouTube,2025-09-30,56615
YouTube,2025-10-01,57986
YouTube,2025-10-02,57055
YouTube,2025-10-03,61401
YouTube,2025-10-04,52747
YouTube,2025-10-05,54792
YouTube,2025-10-06,58009
YouTube,2025-10-07,56674
YouTube,2025-10-08,65932
YouTube,2025-10-09,67079
YouTube,2025-10-10,58569
YouTube,2025-10-11,57034
YouTube,2025-10-12,49774
YouTube,2025-10-13,56847
YouTube,2025-10-14,56628
YouTube,2025-10-15,55290
YouTube,2025-10-16,54100
YouTube,2025-10-17,54661
YouTube,2025-10-18,51673
YouTube,2025-10-19,49111
YouTube,2025-10-20,64008
YouTube,2025-10-21,63448
YouTube,2025-10-22,62462
YouTube,2025-10-23,56970
YouTube,2025-10-24,60704
YouTube,2025-10-25,59058
YouTube,2025-10-26,60403
YouTube,2025-10-27,63208
YouTube,2025-10-28,71347
YouTube,2025-10-29,76577
YouTube,2025-10-30,71805
YouTube,2025-10-31,69803
YouTube,2025-11-01,54062
YouTube,2025-11-02,59678
YouTube,2025-11-03,57449
YouTube,2025-11-04,68636
YouTube,2025-11-05,60181
YouTube,2025-11-06,61786
YouTube,2025-11-07,58147
YouTube,2025-11-08,52042
YouTube,2025-11-09,54497
YouTube,2025-11-10,61032
YouTube,2025-11-11,62764
YouTube,2025-11-12,65054
YouTube,2025-11-13,77104
YouTube,2025-11-14,71690
YouTube,2025-11-15,58469
YouTube,2025-11-16,58470
YouTube,2025-11-17,67459
YouTube,2025-11-18,64666
YouTube,2025-11-19,74189
YouTube,2025-11-20,68631
YouTube,2025-11-21,67839
YouTube,2025-11-22,62051
YouTube,2025-11-23,59891
YouTube,2025-11-24,68920
YouTube,2025-11-25,67929
YouTube,2025-11-26,63922
YouTube,2025-11-27,62618
YouTube,2025-11-28,54968
YouTube,2025-11-29,54558
YouTube,2025-11-30,58779
YouTube,2025-12-01,64273
YouTube,2025-12-02,68856
YouTube,2025-12-03,62144
YouTube,2025-12-04,55349
YouTube,2025-12-05,60180
YouTube,2025-12-06,57085
YouTube,2025-12-07,52167
YouTube,2025-12-08,52373
YouTube,2025-12-09,65625
YouTube,2025-12-10,71995
YouTube,2025-12-11,67283
YouTube,2025-12-12,64469
YouTube,2025-12-13,57213
YouTube,2025-12-14,54596
YouTube,2025-12-15,71811
YouTube,2025-12-16,64874
YouTube,2025-12-17,71341
YouTube,2025-12-18,67436
YouTube,2025-12-19,72108
YouTube,2025-12-20,52325
YouTube,2025-12-21,50077
YouTube,2025-12-22,55378
YouTube,2025-12-23,55167
YouTube,2025-12-24,50518
YouTube,2025-12-25,50589
YouTube,2025-12-26,49041
YouTube,2025-12-27,60356
YouTube,2025-12-28,51872
YouTube,2025-12-29,53034
YouTube,2025-12-30,51661
YouTube,2025-12-31,48661
YouTube,2026-01-01,48967
YouTube,2026-01-02,52777
YouTube,2026-01-03,53575
YouTube,2026-01-04,53067
YouTube,2026-01-05,51481
YouTube,2026-01-06,53455
YouTube,2026-01-07,53191
YouTube,2026-01-08,56282
YouTube,2026-01-09,53259
YouTube,2026-01-10,55523
YouTube,2026-01-11,59751
YouTube,2026-01-12,56050
YouTube,2026-01-13,55820
YouTube,2026-01-14,61450
YouTube,2026-01-15,54161
YouTube,2026-01-16,55268
YouTube,2026-01-17,45196
YouTube,2026-01-18,44784
YouTube,2026-01-19,46406
YouTube,2026-01-20,57816
YouTube,2026-01-21,54277
YouTube,2026-01-22,51241
YouTube,2026-01-23,50402
YouTube,2026-01-24,45308
YouTube,2026-01-25,43213
YouTube,2026-01-26,44618
YouTube,2026-01-27,48410
YouTube,2026-01-28,47285
YouTube,2026-01-29,51118
YouTube,2026-01-30,54020
YouTube,2026-01-31,48467
YouTube,2026-02-01,51089
YouTube,2026-02-02,56672
YouTube,2026-02-03,52911
YouTube,2026-02-04,53360
YouTube,2026-02-05,53621
YouTube,2026-02-06,66748
YouTube,2026-02-07,52330
YouTube,2026-02-08,54998
YouTube,2026-02-09,53574
YouTube,2026-02-10,63193
YouTube,2026-02-11,72572
YouTube,2026-02-12,76955
YouTube,2026-02-13,67395
YouTube,2026-02-14,64935
YouTube,2026-02-15,63313
YouTube,2026-02-16,64330
YouTube,2026-02-17,61520
YouTube,2026-02-18,84807
YouTube,2026-02-19,57227
YouTube,2026-02-20,69605
YouTube,2026-02-21,51532
YouTube,2026-02-22,54695
YouTube,2026-02-23,67245
YouTube,2026-02-24,68649
YouTube,2026-02-25,62104
YouTube,2026-02-26,60577
YouTube,2026-02-27,65158
YouTube,2026-02-28,62284
YouTube,2026-03-01,62643
YouTube,2026-03-02,64510
YouTube,2026-03-03,66102
YouTube,2026-03-04,63451
YouTube,2026-03-05,67488
YouTube,2026-03-06,65269
YouTube,2026-03-07,51076
YouTube,2026-03-08,50620
YouTube,2026-03-09,61885
YouTube,2026-03-10,51859
YouTube,2026-03-11,72818
YouTube,2026-03-12,60325
YouTube,2026-03-13,65516
YouTube,2026-03-14,49531
YouTube,2026-03-15,62489
YouTube,2026-03-16,58285
YouTube,2026-03-17,53522
YouTube,2026-03-18,54362
YouTube,2026-03-19,61223
YouTube,2026-03-20,52203
YouTube,2026-03-21,57936
YouTube,2026-03-22,63142
YouTube,2026-03-23,58413
YouTube,2026-03-24,61955
YouTube,2026-03-25,53068
YouTube,2026-03-26,45884
YouTube,2026-03-27,59733
YouTube,2026-03-28,55261
YouTube,2026-03-29,56577
YouTube,2026-03-30,59858
Twitter,2023-10-01,80452
Twitter,2023-10-02,87648
Twitter,2023-10-03,94443
Twitter,2023-10-04,75781
Twitter,2023-10-05,74306
Twitter,2023-10-06,81671
Twitter,2023-10-07,76857
Twitter,2023-10-08,74215
Twitter,2023-10-09,56578
Twitter,2023-10-10,69560
Twitter,2023-10-11,72360
Twitter,2023-10-12,66495
Twitter,2023-10-13,39749
Twitter,2023-10-14,36356
Twitter,2023-10-15,37037
Twitter,2023-10-16,39321
Twitter,2023-10-17,40367
Twitter,2023-10-18,43864
Twitter,2023-10-19,44026
Twitter,2023-10-20,38931
Twitter,2023-10-21,39127
Twitter,2023-10-22,38803
Twitter,2023-10-23,39448
Twitter,2023-10-24,39619
Twitter,2023-10-25,40469
Twitter,2023-10-26,41940
Twitter,2023-10-27,42462
Twitter,2023-10-28,40525
Twitter,2023-10-29,39846
Twitter,2023-10-30,39660
Twitter,2023-10-31,39191
Twitter,2023-11-01,40102
Twitter,2023-11-02,40156
Twitter,2023-11-03,53132
Twitter,2023-11-04,58945
Twitter,2023-11-05,58597
Twitter,2023-11-06,63066
Twitter,2023-11-07,61945
Twitter,2023-11-08,50740
Twitter,2023-11-09,47885
Twitter,2023-11-10,50857
Twitter,2023-11-11,44818
Twitter,2023-11-12,42361
Twitter,2023-11-13,39294
Twitter,2023-11-14,46326
Twitter,2023-11-15,38989
Twitter,2023-11-16,39211
Twitter,2023-11-17,38881
Twitter,2023-11-18,37104
Twitter,2023-11-19,38955
Twitter,2023-11-20,39223
Twitter,2023-11-21,34247
Twitter,2023-11-22,37084
Twitter,2023-11-23,36191
Twitter,2023-11-24,33421
Twitter,2023-11-25,33065
Twitter,2023-11-26,31626
Twitter,2023-11-27,31206
Twitter,2023-11-28,31553
Twitter,2023-11-29,35881
Twitter,2023-11-30,39852
Twitter,2023-12-01,40464
Twitter,2023-12-02,37041
Twitter,2023-12-03,35778
Twitter,2023-12-04,33628
Twitter,2023-12-05,42664
Twitter,2023-12-06,49472
Twitter,2023-12-07,50361
Twitter,2023-12-08,50915
Twitter,2023-12-09,50122
Twitter,2023-12-10,50008
Twitter,2023-12-11,53516
Twitter,2023-12-12,48265
Twitter,2023-12-13,50475
Twitter,2023-12-14,70117
Twitter,2023-12-15,61075
Twitter,2023-12-16,52055
Twitter,2023-12-17,52614
Twitter,2023-12-18,61661
Twitter,2023-12-19,59679
Twitter,2023-12-20,55164
Twitter,2023-12-21,191764
Twitter,2023-12-22,50775
Twitter,2023-12-23,48522
Twitter,2023-12-24,43757
Twitter,2023-12-25,41556
Twitter,2023-12-26,48519
Twitter,2023-12-27,46873
Twitter,2023-12-28,50292
Twitter,2023-12-29,48580
Twitter,2023-12-30,50143
Twitter,2023-12-31,48015
Twitter,2024-01-01,47823
Twitter,2024-01-02,58731
Twitter,2024-01-03,54720
Twitter,2024-01-04,53006
Twitter,2024-01-05,51660
Twitter,2024-01-06,50066
Twitter,2024-01-07,52294
Twitter,2024-01-08,57518
Twitter,2024-01-09,147760
Twitter,2024-01-10,150677
Twitter,2024-01-11,148191
Twitter,2024-01-12,162134
Twitter,2024-01-13,160762
Twitter,2024-01-14,170659
Twitter,2024-01-15,186726
Twitter,2024-01-16,188228
Twitter,2024-01-17,179610
Twitter,2024-01-18,181418
Twitter,2024-01-19,198996
Twitter,2024-01-20,175894
Twitter,2024-01-21,168269
Twitter,2024-01-22,192768
Twitter,2024-01-23,192846
Twitter,2024-01-24,184495
Twitter,2024-01-25,186811
Twitter,2024-01-26,183960
Twitter,2024-01-27,176706
Twitter,2024-01-28,170570
Twitter,2024-01-29,189449
Twitter,2024-01-30,196176
Twitter,2024-01-31,202533
Twitter,2024-02-01,144696
Twitter,2024-02-02,57990
Twitter,2024-02-03,53040
Twitter,2024-02-04,53582
Twitter,2024-02-05,61315
Twitter,2024-02-06,67072
Twitter,2024-02-07,66474
Twitter,2024-02-08,62048
Twitter,2024-02-09,60738
Twitter,2024-02-10,51138
Twitter,2024-02-11,49116
Twitter,2024-02-12,52216
Twitter,2024-02-13,48415
Twitter,2024-02-14,54764
Twitter,2024-02-15,59246
Twitter,2024-02-16,56383
Twitter,2024-02-17,56070
Twitter,2024-02-18,55976
Twitter,2024-02-19,60389
Twitter,2024-02-20,60468
Twitter,2024-02-21,60890
Twitter,2024-02-22,62484
Twitter,2024-02-23,54558
Twitter,2024-02-24,52169
Twitter,2024-02-25,51347
Twitter,2024-02-26,58275
Twitter,2024-02-27,65368
Twitter,2024-02-28,66405
Twitter,2024-02-29,63793
Twitter,2024-03-01,59392
Twitter,2024-03-02,56404
Twitter,2024-03-03,57762
Twitter,2024-03-04,71599
Twitter,2024-03-05,96225
Twitter,2024-03-06,76971
Twitter,2024-03-07,63367
Twitter,2024-03-08,69414
Twitter,2024-03-09,61013
Twitter,2024-03-10,144320
Twitter,2024-03-11,55581
Twitter,2024-03-12,55378
Twitter,2024-03-13,54957
Twitter,2024-03-14,52281
Twitter,2024-03-15,49796
Twitter,2024-03-16,49202
Twitter,2024-03-17,51541
Twitter,2024-03-18,55122
Twitter,2024-03-19,104607
Twitter,2024-03-20,61017
Twitter,2024-03-21,56947
Twitter,2024-03-22,60095
Twitter,2024-03-23,53285
Twitter,2024-03-24,49758
Twitter,2024-03-25,56630
Twitter,2024-03-26,55415
Twitter,2024-03-27,57592
Twitter,2024-03-28,55741
Twitter,2024-03-29,53932
Twitter,2024-03-30,45245
Twitter,2024-03-31,54994
Twitter,2024-04-01,481972
Twitter,2024-04-02,212008
Twitter,2024-04-03,162647
Twitter,2024-04-04,70973
Twitter,2024-04-05,90890
Twitter,2024-04-06,93243
Twitter,2024-04-07,93663
Twitter,2024-04-08,94477
Twitter,2024-04-09,77020
Twitter,2024-04-10,53910
Twitter,2024-04-11,60619
Twitter,2024-04-12,60271
Twitter,2024-04-13,60330
Twitter,2024-04-14,62350
Twitter,2024-04-15,64307
Twitter,2024-04-16,63446
Twitter,2024-04-17,63013
Twitter,2024-04-18,81466
Twitter,2024-04-19,93771
Twitter,2024-04-20,92530
Twitter,2024-04-21,96962
Twitter,2024-04-22,96945
Twitter,2024-04-23,80473
Twitter,2024-04-24,51308
Twitter,2024-04-25,47187
Twitter,2024-04-26,48030
Twitter,2024-04-27,42941
Twitter,2024-04-28,40760
Twitter,2024-04-29,46342
Twitter,2024-04-30,44308
Twitter,2024-05-01,42009
Twitter,2024-05-02,40357
Twitter,2024-05-03,40012
Twitter,2024-05-04,42251
Twitter,2024-05-05,46694
Twitter,2024-05-06,47901
Twitter,2024-05-07,46250
Twitter,2024-05-08,44434
Twitter,2024-05-09,32712
Twitter,2024-05-10,13942
Twitter,2024-05-11,12585
Twitter,2024-05-12,13127
Twitter,2024-05-13,14343
Twitter,2024-05-14,14686
Twitter,2024-05-15,15690
Twitter,2024-05-16,16332
Twitter,2024-05-17,22029
Twitter,2024-05-18,20124
Twitter,2024-05-19,19091
Twitter,2024-05-20,19378
Twitter,2024-05-21,18531
Twitter,2024-05-22,18572
Twitter,2024-05-23,16666
Twitter,2024-05-24,17303
Twitter,2024-05-25,17037
Twitter,2024-05-26,17212
Twitter,2024-05-27,23885
Twitter,2024-05-28,23175
Twitter,2024-05-29,22528
Twitter,2024-05-30,22640
Twitter,2024-05-31,21637
Twitter,2024-06-01,20392
Twitter,2024-06-02,21679
Twitter,2024-06-03,20841
Twitter,2024-06-04,31738
Twitter,2024-06-05,21454
Twitter,2024-06-06,16169
Twitter,2024-06-07,13205
Twitter,2024-06-08,11860
Twitter,2024-06-09,12385
Twitter,2024-06-10,13804
Twitter,2024-06-11,14036
Twitter,2024-06-12,13258
Twitter,2024-06-13,12194
Twitter,2024-06-14,11336
Twitter,2024-06-15,10802
Twitter,2024-06-16,10614
Twitter,2024-06-17,12041
Twitter,2024-06-18,14107
Twitter,2024-06-19,13136
Twitter,2024-06-20,13110
Twitter,2024-06-21,13706
Twitter,2024-06-22,13214
Twitter,2024-06-23,14421
Twitter,2024-06-24,15166
Twitter,2024-06-25,15228
Twitter,2024-06-26,15964
Twitter,2024-06-27,14798
Twitter,2024-06-28,14780
Twitter,2024-06-29,15679
Twitter,2024-06-30,16079
Twitter,2024-07-01,16524
Twitter,2024-07-02,15616
Twitter,2024-07-03,14679
Twitter,2024-07-04,14006
Twitter,2024-07-05,13342
Twitter,2024-07-06,12924
Twitter,2024-07-07,13405
Twitter,2024-07-08,13777
Twitter,2024-07-09,14189
Twitter,2024-07-10,13556
Twitter,2024-07-11,12793
Twitter,2024-07-12,13413
Twitter,2024-07-13,13830
Twitter,2024-07-14,16944
Twitter,2024-07-15,17317
Twitter,2024-07-16,16261
Twitter,2024-07-17,15892
Twitter,2024-07-18,16564
Twitter,2024-07-19,18214
Twitter,2024-07-20,15432
Twitter,2024-07-21,14956
Twitter,2024-07-22,16920
Twitter,2024-07-23,17326
Twitter,2024-07-24,17745
Twitter,2024-07-25,17304
Twitter,2024-07-26,16275
Twitter,2024-07-27,15531
Twitter,2024-07-28,15634
Twitter,2024-07-29,15930
Twitter,2024-07-30,17621
Twitter,2024-07-31,16553
Twitter,2024-08-01,15852
Twitter,2024-08-02,16215
Twitter,2024-08-03,16082
Twitter,2024-08-04,15301
Twitter,2024-08-05,16990
Twitter,2024-08-06,19433
Twitter,2024-08-07,19544
Twitter,2024-08-08,17691
Twitter,2024-08-09,16707
Twitter,2024-08-10,17033
Twitter,2024-08-11,15625
Twitter,2024-08-12,17150
Twitter,2024-08-13,20319
Twitter,2024-08-14,18034
Twitter,2024-08-15,27967
Twitter,2024-08-16,23766
Twitter,2024-08-17,17398
Twitter,2024-08-18,15546
Twitter,2024-08-19,15547
Twitter,2024-08-20,16328
Twitter,2024-08-21,17652
Twitter,2024-08-22,16458
Twitter,2024-08-23,17073
Twitter,2024-08-24,15656
Twitter,2024-08-25,15413
Twitter,2024-08-26,15915
Twitter,2024-08-27,16205
Twitter,2024-08-28,15636
Twitter,2024-08-29,16648
Twitter,2024-08-30,16591
Twitter,2024-08-31,19849
Twitter,2024-09-01,17992
Twitter,2024-09-02,17847
Twitter,2024-09-03,19025
Twitter,2024-09-04,16395
Twitter,2024-09-05,16780
Twitter,2024-09-06,26386
Twitter,2024-09-07,17826
Twitter,2024-09-08,15818
Twitter,2024-09-09,16335
Twitter,2024-09-10,15812
Twitter,2024-09-11,15075
Twitter,2024-09-12,14351
Twitter,2024-09-13,14225
Twitter,2024-09-14,14770
Twitter,2024-09-15,14391
Twitter,2024-09-16,15551
Twitter,2024-09-17,16839
Twitter,2024-09-18,18270
Twitter,2024-09-19,17202
Twitter,2024-09-20,16284
Twitter,2024-09-21,15469
Twitter,2024-09-22,15645
Twitter,2024-09-23,15405
Twitter,2024-09-24,15698
Twitter,2024-09-25,16524
Twitter,2024-09-26,15963
Twitter,2024-09-27,14856
Twitter,2024-09-28,13513
Twitter,2024-09-29,13489
Twitter,2024-09-30,14717
Twitter,2024-10-01,15607
Twitter,2024-10-02,15771
Twitter,2024-10-03,14574
Twitter,2024-10-04,14294
Twitter,2024-10-05,13856
Twitter,2024-10-06,14766
Twitter,2024-10-07,15468
Twitter,2024-10-08,15091
Twitter,2024-10-09,16554
Twitter,2024-10-10,21784
Twitter,2024-10-11,16035
Twitter,2024-10-12,13738
Twitter,2024-10-13,14147
Twitter,2024-10-14,15203
Twitter,2024-10-15,16197
Twitter,2024-10-16,15616
Twitter,2024-10-17,17181
Twitter,2024-10-18,16041
Twitter,2024-10-19,15707
Twitter,2024-10-20,17008
Twitter,2024-10-21,16180
Twitter,2024-10-22,16128
Twitter,2024-10-23,17913
Twitter,2024-10-24,16799
Twitter,2024-10-25,16388
Twitter,2024-10-26,15919
Twitter,2024-10-27,16174
Twitter,2024-10-28,17342
Twitter,2024-10-29,17491
Twitter,2024-10-30,17274
Twitter,2024-10-31,17737
Twitter,2024-11-01,16729
Twitter,2024-11-02,21391
Twitter,2024-11-03,17890
Twitter,2024-11-04,18108
Twitter,2024-11-05,21205
Twitter,2024-11-06,23826
Twitter,2024-11-07,23648
Twitter,2024-11-08,22523
Twitter,2024-11-09,19750
Twitter,2024-11-10,20109
Twitter,2024-11-11,18608
Twitter,2024-11-12,19867
Twitter,2024-11-13,25060
Twitter,2024-11-14,26694
Twitter,2024-11-15,24809
Twitter,2024-11-16,23155
Twitter,2024-11-17,23410
Twitter,2024-11-18,22566
Twitter,2024-11-19,19587
Twitter,2024-11-20,19410
Twitter,2024-11-21,18218
Twitter,2024-11-22,17120
Twitter,2024-11-23,16482
Twitter,2024-11-24,16674
Twitter,2024-11-25,16691
Twitter,2024-11-26,16925
Twitter,2024-11-27,16899
Twitter,2024-11-28,15819
Twitter,2024-11-29,15865
Twitter,2024-11-30,15884
Twitter,2024-12-01,15807
Twitter,2024-12-02,16164
Twitter,2024-12-03,16094
Twitter,2024-12-04,15241
Twitter,2024-12-05,14676
Twitter,2024-12-06,15733
Twitter,2024-12-07,14082
Twitter,2024-12-08,14731
Twitter,2024-12-09,14265
Twitter,2024-12-10,15865
Twitter,2024-12-11,17123
Twitter,2024-12-12,15278
Twitter,2024-12-13,15670
Twitter,2024-12-14,14649
Twitter,2024-12-15,15406
Twitter,2024-12-16,15625
Twitter,2024-12-17,15597
Twitter,2024-12-18,15299
Twitter,2024-12-19,15016
Twitter,2024-12-20,14410
Twitter,2024-12-21,13654
Twitter,2024-12-22,13162
Twitter,2024-12-23,14889
Twitter,2024-12-24,14081
Twitter,2024-12-25,13764
Twitter,2024-12-26,14254
Twitter,2024-12-27,15672
Twitter,2024-12-28,16209
Twitter,2024-12-29,14923
Twitter,2024-12-30,14951
Twitter,2024-12-31,14067
Twitter,2025-01-01,15596
Twitter,2025-01-02,16091
Twitter,2025-01-03,16969
Twitter,2025-01-04,17161
Twitter,2025-01-05,15921
Twitter,2025-01-06,15827
Twitter,2025-01-07,17180
Twitter,2025-01-08,19029
Twitter,2025-01-09,19313
Twitter,2025-01-10,19666
Twitter,2025-01-11,18477
Twitter,2025-01-12,18288
Twitter,2025-01-13,17568
Twitter,2025-01-14,17612
Twitter,2025-01-15,17161
Twitter,2025-01-16,17372
Twitter,2025-01-17,20347
Twitter,2025-01-18,19713
Twitter,2025-01-19,22792
Twitter,2025-01-20,24741
Twitter,2025-01-21,28605
Twitter,2025-01-22,29921
Twitter,2025-01-23,28952
Twitter,2025-01-24,24280
Twitter,2025-01-25,21783
Twitter,2025-01-26,19896
Twitter,2025-01-27,19483
Twitter,2025-01-28,20717
Twitter,2025-01-29,20980
Twitter,2025-01-30,20720
Twitter,2025-01-31,18031
Twitter,2025-02-01,16331
Twitter,2025-02-02,14751
Twitter,2025-02-03,15727
Twitter,2025-02-04,15853
Twitter,2025-02-05,15816
Twitter,2025-02-06,16368
Twitter,2025-02-07,16138
Twitter,2025-02-08,15582
Twitter,2025-02-09,14582
Twitter,2025-02-10,16461
Twitter,2025-02-11,16928
Twitter,2025-02-12,15321
Twitter,2025-02-13,16163
Twitter,2025-02-14,15161
Twitter,2025-02-15,13873
Twitter,2025-02-16,14292
Twitter,2025-02-17,14796
Twitter,2025-02-18,15997
Twitter,2025-02-19,15306
Twitter,2025-02-20,18930
Twitter,2025-02-21,16534
Twitter,2025-02-22,14109
Twitter,2025-02-23,14942
Twitter,2025-02-24,14651
Twitter,2025-02-25,14185
Twitter,2025-02-26,13731
Twitter,2025-02-27,14110
Twitter,2025-02-28,12979
Twitter,2025-03-01,11931
Twitter,2025-03-02,14894
Twitter,2025-03-03,12489
Twitter,2025-03-04,13283
Twitter,2025-03-05,13499
Twitter,2025-03-06,14463
Twitter,2025-03-07,14728
Twitter,2025-03-08,12561
Twitter,2025-03-09,12987
Twitter,2025-03-10,26789
Twitter,2025-03-11,17929
Twitter,2025-03-12,17266
Twitter,2025-03-13,13823
Twitter,2025-03-14,13296
Twitter,2025-03-15,15345
Twitter,2025-03-16,18458
Twitter,2025-03-17,29413
Twitter,2025-03-18,44599
Twitter,2025-03-19,21573
Twitter,2025-03-20,14269
Twitter,2025-03-21,18742
Twitter,2025-03-22,16582
Twitter,2025-03-23,14615
Twitter,2025-03-24,14765
Twitter,2025-03-25,13708
Twitter,2025-03-26,14975
